image,source,type_degradation,niveau
degraded\portable_electronics\095_blur_high.jpg,originals\portable_electronics\POR_035.jpg,blur,high
degraded\portable_electronics\095_underexposure_low.jpg,originals\portable_electronics\POR_035.jpg,underexposure,low
degraded\portable_electronics\095_underexposure_medium.jpg,originals\portable_electronics\POR_035.jpg,underexposure,medium
degraded\portable_electronics\095_underexposure_high.jpg,originals\portable_electronics\POR_035.jpg,underexposure,high
degraded\portable_electronics\095_overexposure_low.jpg,originals\portable_electronics\POR_035.jpg,overexposure,low
degraded\portable_electronics\095_overexposure_medium.jpg,originals\portable_electronics\POR_035.jpg,overexposure,medium
degraded\portable_electronics\095_overexposure_high.jpg,originals\portable_electronics\POR_035.jpg,overexposure,high
degraded\portable_electronics\095_bad_crop_low.jpg,originals\portable_electronics\POR_035.jpg,bad_crop,low
degraded\portable_electronics\095_bad_crop_medium.jpg,originals\portable_electronics\POR_035.jpg,bad_crop,medium
degraded\portable_electronics\095_bad_crop_high.jpg,originals\portable_electronics\POR_035.jpg,bad_crop,high
degraded\portable_electronics\095_lowres_low.jpg,originals\portable_electronics\POR_035.jpg,lowres,low
degraded\portable_electronics\095_lowres_medium.jpg,originals\portable_electronics\POR_035.jpg,lowres,medium
degraded\portable_electronics\095_lowres_high.jpg,originals\portable_electronics\POR_035.jpg,lowres,high
degraded\portable_electronics\095_jpeg_low.jpg,originals\portable_electronics\POR_035.jpg,jpeg,low
degraded\portable_electronics\095_jpeg_medium.jpg,originals\portable_electronics\POR_035.jpg,jpeg,medium
degraded\portable_electronics\095_jpeg_high.jpg,originals\portable_electronics\POR_035.jpg,jpeg,high
degraded\portable_electronics\096_blur_low.jpg,originals\portable_electronics\POR_036.jpg,blur,low
degraded\portable_electronics\096_blur_medium.jpg,originals\portable_electronics\POR_036.jpg,blur,medium
degraded\portable_electronics\096_blur_high.jpg,originals\portable_electronics\POR_036.jpg,blur,high
degraded\portable_electronics\096_underexposure_low.jpg,originals\portable_electronics\POR_036.jpg,underexposure,low
degraded\portable_electronics\096_underexposure_medium.jpg,originals\portable_electronics\POR_036.jpg,underexposure,medium
degraded\portable_electronics\096_underexposure_high.jpg,originals\portable_electronics\POR_036.jpg,underexposure,high
degraded\portable_electronics\096_overexposure_low.jpg,originals\portable_electronics\POR_036.jpg,overexposure,low
degraded\portable_electronics\096_overexposure_medium.jpg,originals\portable_electronics\POR_036.jpg,overexposure,medium
degraded\portable_electronics\096_overexposure_high.jpg,originals\portable_electronics\POR_036.jpg,overexposure,high
degraded\portable_electronics\096_bad_crop_low.jpg,originals\portable_electronics\POR_036.jpg,bad_crop,low
degraded\portable_electronics\096_bad_crop_medium.jpg,originals\portable_electronics\POR_036.jpg,bad_crop,medium
degraded\portable_electronics\096_bad_crop_high.jpg,originals\portable_electronics\POR_036.jpg,bad_crop,high
degraded\portable_electronics\096_lowres_low.jpg,originals\portable_electronics\POR_036.jpg,lowres,low
degraded\portable_electronics\096_lowres_medium.jpg,originals\portable_electronics\POR_036.jpg,lowres,medium
degraded\portable_electronics\096_lowres_high.jpg,originals\portable_electronics\POR_036.jpg,lowres,high
degraded\portable_electronics\096_jpeg_low.jpg,originals\portable_electronics\POR_036.jpg,jpeg,low
degraded\portable_electronics\096_jpeg_medium.jpg,originals\portable_electronics\POR_036.jpg,jpeg,medium
degraded\portable_electronics\096_jpeg_high.jpg,originals\portable_electronics\POR_036.jpg,jpeg,high
degraded\portable_electronics\097_blur_low.jpg,originals\portable_electronics\POR_037.jpg,blur,low
degraded\portable_electronics\097_blur_medium.jpg,originals\portable_electronics\POR_037.jpg,blur,medium
degraded\portable_electronics\097_blur_high.jpg,originals\portable_electronics\POR_037.jpg,blur,high
degraded\portable_electronics\097_underexposure_low.jpg,originals\portable_electronics\POR_037.jpg,underexposure,low
degraded\portable_electronics\097_underexposure_medium.jpg,originals\portable_electronics\POR_037.jpg,underexposure,medium
degraded\portable_electronics\097_underexposure_high.jpg,originals\portable_electronics\POR_037.jpg,underexposure,high
degraded\portable_electronics\097_overexposure_low.jpg,originals\portable_electronics\POR_037.jpg,overexposure,low
degraded\portable_electronics\097_overexposure_medium.jpg,originals\portable_electronics\POR_037.jpg,overexposure,medium
degraded\portable_electronics\097_overexposure_high.jpg,originals\portable_electronics\POR_037.jpg,overexposure,high
degraded\portable_electronics\097_bad_crop_low.jpg,originals\portable_electronics\POR_037.jpg,bad_crop,low
degraded\portable_electronics\097_bad_crop_medium.jpg,originals\portable_electronics\POR_037.jpg,bad_crop,medium
degraded\portable_electronics\097_bad_crop_high.jpg,originals\portable_electronics\POR_037.jpg,bad_crop,high
degraded\portable_electronics\097_lowres_low.jpg,originals\portable_electronics\POR_037.jpg,lowres,low
degraded\portable_electronics\097_lowres_medium.jpg,originals\portable_electronics\POR_037.jpg,lowres,medium
degraded\portable_electronics\097_lowres_high.jpg,originals\portable_electronics\POR_037.jpg,lowres,high
degraded\portable_electronics\097_jpeg_low.jpg,originals\portable_electronics\POR_037.jpg,jpeg,low
degraded\portable_electronics\097_jpeg_medium.jpg,originals\portable_electronics\POR_037.jpg,jpeg,medium
degraded\portable_electronics\097_jpeg_high.jpg,originals\portable_electronics\POR_037.jpg,jpeg,high
degraded\portable_electronics\098_blur_low.jpg,originals\portable_electronics\POR_038.jpg,blur,low
degraded\portable_electronics\098_blur_medium.jpg,originals\portable_electronics\POR_038.jpg,blur,medium
degraded\portable_electronics\098_blur_high.jpg,originals\portable_electronics\POR_038.jpg,blur,high
degraded\portable_electronics\098_underexposure_low.jpg,originals\portable_electronics\POR_038.jpg,underexposure,low
degraded\portable_electronics\098_underexposure_medium.jpg,originals\portable_electronics\POR_038.jpg,underexposure,medium
degraded\portable_electronics\098_underexposure_high.jpg,originals\portable_electronics\POR_038.jpg,underexposure,high
degraded\portable_electronics\098_overexposure_low.jpg,originals\portable_electronics\POR_038.jpg,overexposure,low
degraded\portable_electronics\098_overexposure_medium.jpg,originals\portable_electronics\POR_038.jpg,overexposure,medium
degraded\portable_electronics\098_overexposure_high.jpg,originals\portable_electronics\POR_038.jpg,overexposure,high
degraded\portable_electronics\098_bad_crop_low.jpg,originals\portable_electronics\POR_038.jpg,bad_crop,low
degraded\portable_electronics\098_bad_crop_medium.jpg,originals\portable_electronics\POR_038.jpg,bad_crop,medium
degraded\portable_electronics\098_bad_crop_high.jpg,originals\portable_electronics\POR_038.jpg,bad_crop,high
degraded\portable_electronics\098_lowres_low.jpg,originals\portable_electronics\POR_038.jpg,lowres,low
degraded\portable_electronics\098_lowres_medium.jpg,originals\portable_electronics\POR_038.jpg,lowres,medium
degraded\portable_electronics\098_lowres_high.jpg,originals\portable_electronics\POR_038.jpg,lowres,high
degraded\portable_electronics\098_jpeg_low.jpg,originals\portable_electronics\POR_038.jpg,jpeg,low
degraded\portable_electronics\098_jpeg_medium.jpg,originals\portable_electronics\POR_038.jpg,jpeg,medium
degraded\portable_electronics\098_jpeg_high.jpg,originals\portable_electronics\POR_038.jpg,jpeg,high
degraded\portable_electronics\099_blur_low.jpg,originals\portable_electronics\POR_039.jpg,blur,low
degraded\portable_electronics\099_blur_medium.jpg,originals\portable_electronics\POR_039.jpg,blur,medium
degraded\portable_electronics\099_blur_high.jpg,originals\portable_electronics\POR_039.jpg,blur,high
degraded\portable_electronics\099_underexposure_low.jpg,originals\portable_electronics\POR_039.jpg,underexposure,low
degraded\portable_electronics\099_underexposure_medium.jpg,originals\portable_electronics\POR_039.jpg,underexposure,medium
degraded\portable_electronics\099_underexposure_high.jpg,originals\portable_electronics\POR_039.jpg,underexposure,high
degraded\portable_electronics\099_overexposure_low.jpg,originals\portable_electronics\POR_039.jpg,overexposure,low
degraded\portable_electronics\099_overexposure_medium.jpg,originals\portable_electronics\POR_039.jpg,overexposure,medium
degraded\portable_electronics\099_overexposure_high.jpg,originals\portable_electronics\POR_039.jpg,overexposure,high
degraded\portable_electronics\099_bad_crop_low.jpg,originals\portable_electronics\POR_039.jpg,bad_crop,low
degraded\portable_electronics\099_bad_crop_medium.jpg,originals\portable_electronics\POR_039.jpg,bad_crop,medium
degraded\portable_electronics\099_bad_crop_high.jpg,originals\portable_electronics\POR_039.jpg,bad_crop,high
degraded\portable_electronics\099_lowres_low.jpg,originals\portable_electronics\POR_039.jpg,lowres,low
degraded\portable_electronics\099_lowres_medium.jpg,originals\portable_electronics\POR_039.jpg,lowres,medium
degraded\portable_electronics\099_lowres_high.jpg,originals\portable_electronics\POR_039.jpg,lowres,high
degraded\portable_electronics\099_jpeg_low.jpg,originals\portable_electronics\POR_039.jpg,jpeg,low
degraded\portable_electronics\099_jpeg_medium.jpg,originals\portable_electronics\POR_039.jpg,jpeg,medium
degraded\portable_electronics\099_jpeg_high.jpg,originals\portable_electronics\POR_039.jpg,jpeg,high
degraded\portable_electronics\100_blur_low.jpg,originals\portable_electronics\POR_040.jpg,blur,low
degraded\portable_electronics\100_blur_medium.jpg,originals\portable_electronics\POR_040.jpg,blur,medium
degraded\portable_electronics\100_blur_high.jpg,originals\portable_electronics\POR_040.jpg,blur,high
degraded\portable_electronics\100_underexposure_low.jpg,originals\portable_electronics\POR_040.jpg,underexposure,low
degraded\portable_electronics\100_underexposure_medium.jpg,originals\portable_electronics\POR_040.jpg,underexposure,medium
degraded\portable_electronics\100_underexposure_high.jpg,originals\portable_electronics\POR_040.jpg,underexposure,high
degraded\portable_electronics\100_overexposure_low.jpg,originals\portable_electronics\POR_040.jpg,overexposure,low
degraded\portable_electronics\100_overexposure_medium.jpg,originals\portable_electronics\POR_040.jpg,overexposure,medium
degraded\portable_electronics\100_overexposure_high.jpg,originals\portable_electronics\POR_040.jpg,overexposure,high
degraded\portable_electronics\100_bad_crop_low.jpg,originals\portable_electronics\POR_040.jpg,bad_crop,low
degraded\portable_electronics\100_bad_crop_medium.jpg,originals\portable_electronics\POR_040.jpg,bad_crop,medium
degraded\portable_electronics\100_bad_crop_high.jpg,originals\portable_electronics\POR_040.jpg,bad_crop,high
degraded\portable_electronics\100_lowres_low.jpg,originals\portable_electronics\POR_040.jpg,lowres,low
degraded\portable_electronics\100_lowres_medium.jpg,originals\portable_electronics\POR_040.jpg,lowres,medium
degraded\portable_electronics\100_lowres_high.jpg,originals\portable_electronics\POR_040.jpg,lowres,high
degraded\portable_electronics\100_jpeg_low.jpg,originals\portable_electronics\POR_040.jpg,jpeg,low
degraded\portable_electronics\100_jpeg_medium.jpg,originals\portable_electronics\POR_040.jpg,jpeg,medium
degraded\portable_electronics\100_jpeg_high.jpg,originals\portable_electronics\POR_040.jpg,jpeg,high
degraded\portable_electronics\101_blur_low.jpg,originals\portable_electronics\POR_041.jpg,blur,low
degraded\portable_electronics\101_blur_medium.jpg,originals\portable_electronics\POR_041.jpg,blur,medium
degraded\portable_electronics\101_blur_high.jpg,originals\portable_electronics\POR_041.jpg,blur,high
degraded\portable_electronics\101_underexposure_low.jpg,originals\portable_electronics\POR_041.jpg,underexposure,low
degraded\portable_electronics\101_underexposure_medium.jpg,originals\portable_electronics\POR_041.jpg,underexposure,medium
degraded\portable_electronics\101_underexposure_high.jpg,originals\portable_electronics\POR_041.jpg,underexposure,high
degraded\portable_electronics\101_overexposure_low.jpg,originals\portable_electronics\POR_041.jpg,overexposure,low
degraded\portable_electronics\101_overexposure_medium.jpg,originals\portable_electronics\POR_041.jpg,overexposure,medium
degraded\portable_electronics\101_overexposure_high.jpg,originals\portable_electronics\POR_041.jpg,overexposure,high
degraded\portable_electronics\101_bad_crop_low.jpg,originals\portable_electronics\POR_041.jpg,bad_crop,low
degraded\portable_electronics\101_bad_crop_medium.jpg,originals\portable_electronics\POR_041.jpg,bad_crop,medium
degraded\portable_electronics\101_bad_crop_high.jpg,originals\portable_electronics\POR_041.jpg,bad_crop,high
degraded\portable_electronics\101_lowres_low.jpg,originals\portable_electronics\POR_041.jpg,lowres,low
degraded\portable_electronics\101_lowres_medium.jpg,originals\portable_electronics\POR_041.jpg,lowres,medium
degraded\portable_electronics\101_lowres_high.jpg,originals\portable_electronics\POR_041.jpg,lowres,high
degraded\portable_electronics\101_jpeg_low.jpg,originals\portable_electronics\POR_041.jpg,jpeg,low
degraded\portable_electronics\101_jpeg_medium.jpg,originals\portable_electronics\POR_041.jpg,jpeg,medium
degraded\portable_electronics\101_jpeg_high.jpg,originals\portable_electronics\POR_041.jpg,jpeg,high
degraded\portable_electronics\102_blur_low.jpg,originals\portable_electronics\POR_042.jpg,blur,low
degraded\portable_electronics\102_blur_medium.jpg,originals\portable_electronics\POR_042.jpg,blur,medium
degraded\portable_electronics\102_blur_high.jpg,originals\portable_electronics\POR_042.jpg,blur,high
degraded\portable_electronics\102_underexposure_low.jpg,originals\portable_electronics\POR_042.jpg,underexposure,low
degraded\portable_electronics\102_underexposure_medium.jpg,originals\portable_electronics\POR_042.jpg,underexposure,medium
degraded\portable_electronics\102_underexposure_high.jpg,originals\portable_electronics\POR_042.jpg,underexposure,high
degraded\portable_electronics\102_overexposure_low.jpg,originals\portable_electronics\POR_042.jpg,overexposure,low
degraded\portable_electronics\102_overexposure_medium.jpg,originals\portable_electronics\POR_042.jpg,overexposure,medium
degraded\portable_electronics\102_overexposure_high.jpg,originals\portable_electronics\POR_042.jpg,overexposure,high
